1696324304,551000118,-34.125000,-42.431252,76.893753
1696324304,561000109,-34.218750,-42.431252,76.893753
1696324304,571000099,-34.425003,-42.693752,77.006256
1696324304,581000090,-34.725002,-42.787502,77.118752
1696324304,591000080,-35.550003,-43.181252,77.193756
1696324304,601000071,-36.750000,-43.443752,77.531250
1696324304,611000061,-38.250000,-43.668751,78.262505
1696324304,621000051,-39.037502,-43.931252,78.525002
1696324304,631000042,-39.300003,-43.706253,78.806252
1696324304,641000032,-39.150002,-43.556252,78.675003
1696324304,651000023,-38.775002,-43.368752,78.712502
1696324304,661000013,-38.531250,-43.125000,78.693756
1696324304,671000004,-37.837502,-42.675003,78.356255
1696324304,680999994,-36.562500,-42.525002,77.925003
1696324304,690999985,-34.931252,-42.281250,77.043755
1696324304,700999975,-34.068752,-42.075001,76.762505
1696324304,710999966,-33.656250,-42.150002,76.725006
1696324304,720999956,-33.243752,-42.056252,76.612503
1696324304,730999947,-33.525002,-42.056252,76.537506
1696324304,740999937,-33.393753,-42.150002,76.162506
1696324304,750999928,-33.768753,-42.337502,76.425003
1696324304,760999918,-33.750000,-42.206253,76.518753
1696324304,770999908,-33.862503,-42.281250,76.743752
1696324304,780999899,-33.843750,-42.056252,76.593750
1696324304,790999889,-33.450001,-42.037502,76.218750
1696324304,801005125,-33.693752,-42.112503,76.537506
1696324304,811000109,-33.356251,-42.056252,76.650002
1696324304,821000099,-33.375000,-42.037502,76.875000
1696324304,831000090,-32.962502,-41.962502,76.687500
1696324304,841000080,-32.775002,-41.925003,76.500000
1696324304,851000071,-32.662502,-41.943752,76.462502
1696324304,861000061,-32.700001,-42.075001,76.650002
1696324304,871000051,-33.131252,-42.093750,76.950005
1696324304,881000042,-33.112503,-41.943752,76.893753
1696324304,891000032,-33.225002,-41.943752,76.575005
1696324304,901000023,-33.506252,-42.318752,76.818756
1696324304,911000013,-33.581253,-42.412502,76.912506
1696324304,921000004,-33.750000,-42.562500,77.006256
1696324304,930999994,-33.843750,-42.468750,77.175003
1696324304,940999985,-33.975002,-42.487503,77.306252
1696324304,950999975,-33.768753,-42.506252,77.156250
1696324304,960999966,-33.825001,-42.825001,77.231255
1696324304,970999956,-33.787502,-42.881252,77.231255
1696324304,980999947,-33.356251,-42.693752,77.175003
1696324304,990999937,-33.281250,-42.543751,77.287506
1696324305,   999928,-33.637501,-42.693752,77.456253
1696324305, 10999918,-33.787502,-42.675003,77.493752
